iter	Logloss
0	0.0092009257
1	0.007302765401
2	0.006578780111
3	0.003402552287
4	0.003088075765
5	0.002990485382
6	0.002132638423
7	0.002102049255
8	0.002071256892
9	0.001775208282
10	0.001774863434
11	0.001774826686
12	0.001774614334
13	0.001774567922
14	0.001774454371
15	0.001774289831
16	0.001773975245
17	0.001773861949
18	0.001773716736
19	0.001773308436
20	0.001772479248
21	0.001771850077
22	0.001771753438
23	0.00177171936
24	0.001771678416
25	0.001771602249
26	0.001771540451
27	0.001771540451
28	0.001771540324
29	0.001771540324
30	0.001771540451
31	0.001771540197
32	0.001771540451
33	0.001771540324
34	0.001771540451
35	0.001771540324
36	0.001771540324
37	0.001771508789
38	0.001771435801
39	0.00177146314
40	0.00177137413
41	0.001771373367
42	0.001771366628
43	0.001771253204
44	0.001771204503
45	0.001771083069
46	0.001771083196
47	0.001771083196
48	0.00177109019
49	0.00177109019
50	0.001771083196
51	0.001771083196
52	0.001771083323
53	0.001771083069
54	0.001771083196
55	0.001771083069
56	0.001771083069
57	0.001771083196
58	0.001771083196
59	0.001771083196
60	0.001771083196
61	0.001771083196
62	0.001771083069
63	0.001771083196
64	0.001771083196
65	0.001771083196
66	0.001771083069
67	0.001771083196
68	0.001771083069
69	0.001771083196
70	0.001771083069
71	0.001771083196
72	0.001771083196
73	0.001771083069
74	0.001771083196
75	0.001771083069
76	0.001771083196
77	0.001771083196
78	0.001771083069
79	0.001771083196
80	0.001771083196
81	0.001771083196
82	0.001771083196
83	0.001771083069
84	0.001771083069
85	0.001771083069
86	0.001771083196
87	0.001771083069
88	0.001771083069
89	0.001771083069
90	0.001771083196
91	0.001771083196
92	0.001771083069
93	0.001771083069
94	0.001771083069
95	0.001771083069
96	0.001771083196
97	0.001771083196
98	0.001771083069
99	0.001771083069
100	0.001771083069
101	0.001771083196
102	0.001771083069
103	0.001771083196
104	0.001771083196
105	0.001771083069
106	0.001771083196
107	0.001770835495
108	0.001770393372
109	0.001770297114
110	0.001770347214
111	0.001770170975
112	0.001770057424
113	0.00177003657
114	0.001769953664
115	0.001769735718
116	0.001769564438
117	0.001769564565
118	0.001769556427
119	0.0017695563
120	0.001769447581
121	0.001769447581
122	0.001769546636
123	0.001769383876
124	0.001769376119
125	0.001769375992
126	0.001769376246
127	0.001769376119
128	0.00176945432
129	0.001769454956
130	0.001769446945
131	0.001769446818
132	0.001769359589
133	0.001769501114
134	0.001769501241
135	0.001769444402
136	0.001769369888
137	0.001769370015
138	0.001769370015
139	0.001769370015
140	0.001769370015
141	0.001769369634
142	0.001769369253
143	0.001769369253
144	0.00176936938
145	0.00176936938
146	0.00176936938
147	0.00176936264
148	0.001769362768
149	0.001769362513
150	0.001769362513
151	0.00176936264
152	0.001769362513
153	0.00176936264
154	0.00176936264
155	0.00176936264
156	0.001769362513
157	0.00176936264
158	0.001769362386
159	0.001769362386
160	0.001769362386
161	0.001769362513
162	0.001769362513
163	0.001769362513
164	0.001769362768
165	0.001769362768
166	0.001769362513
167	0.001769362386
168	0.001769362386
169	0.001769362513
170	0.001769362386
171	0.001769362513
172	0.001769362386
173	0.001769362386
174	0.001769362386
175	0.001769362386
176	0.001769362513
177	0.001769362259
178	0.001769362386
179	0.001769362513
180	0.001769362386
181	0.001769362386
182	0.00176936264
183	0.001769362259
184	0.001769362386
185	0.001769362386
186	0.001769362386
187	0.001769362386
188	0.001769362386
189	0.001769362259
190	0.001769362259
191	0.001769362259
192	0.001769362259
193	0.001769362259
194	0.001769362386
195	0.001769362386
196	0.001769362386
197	0.001769362386
198	0.001769362513
199	0.001769362386
200	0.001769362386
201	0.001769362513
202	0.001769362386
203	0.001769362386
204	0.001769362513
205	0.001769362386
206	0.001769362386
207	0.001769362386
208	0.001769362259
209	0.001769362386
210	0.001769362386
211	0.001769362386
212	0.001769362513
213	0.001769362259
214	0.001769362386
215	0.001769362259
216	0.001769362259
217	0.001769362259
218	0.001769362259
219	0.001769362259
220	0.001769362259
221	0.001769362259
222	0.001769362386
223	0.001769362259
224	0.001769362259
225	0.001769362259
226	0.001769362259
227	0.001769362259
228	0.001769362259
229	0.001769362386
230	0.001769362259
231	0.001769362259
